part_number,material,material_family,special_type,complexity_score,specialized_tool,tolerances,price,length,width,height,diagonal,part_volume,part_surface_area,estimated_stock_volume,estimated_part_to_stock_volume_ratio,quantity,n_holes,n_slots,estimated_machining_time,setup_count,tool_changes_count
1038061,316 SST,Stainless Steel,No,4,No,0.13,880,63.50000000000006,63.50000000000006,29.950000000000003,94.66521272357663,31299.134939555075,9847.97867786425,120765.88750000023,0.25917198629087224,1,4,0,0.4162,1,9
1037794,ALUM MIC-6,Aluminum,No,5,No,0.13,559,217.0,98.00000010000005,8.370000100000004,238.24998829228514,64832.20999732827,32400.788208738755,177996.4223082292,0.36423321972764683,3,14,0,0.18877,3,8
1038405,316 SST,Stainless Steel,No,3,No,0.13,1880,65.0000002,61.0000002008612,5.949295453583845,89.33864878594873,18848.831721712708,7630.70072861857,23588.956623715225,0.7990532189441131,1,2,0,0.23878,2,6
1038404,316 SST,Stainless Steel,No,5,No,0.13,1880,65.0000002,61.00000020341545,10.500000100000001,89.75661564985995,16646.91048067291,7603.3725357322655,41632.500663431056,0.3998537252242246,1,0,0,0.19202,1,4
1037258,ALUM 7075-T6,Aluminum,No,4,No,2.54,1323,220.00000019999993,210.00000020000004,9.525000100000007,304.2872422545924,300297.98977131594,74538.53951646821,440055.00543915026,0.6824101215974929,1,17,1,0.2075,2,13
1038083,ALUM MIC-6,Aluminum,No,5,No,2.54,1917,260.0000002,210.0000002,12.700000100000004,334.45670899316696,515515.1442601482,101524.5233700585,693420.0066538001,0.7434385211177308,1,10,3,0.14385,3,12
1037806,ALUM 6061-T6,Aluminum,No,4,No,2.54,1480,217.0,98.00000000000003,20.0,238.94141541390434,320184.5351484864,62549.50912047477,425320.0000000001,0.7528085562599602,1,0,0,0.05097,1,2
1037807,ALUM 6061-T6,Aluminum,No,4,No,2.54,1620,217.0,98.00000000000003,20.0,238.94141541390434,302489.01360244513,70170.48602839476,425320.0000000001,0.7112033612396432,1,0,0,0.05243,1,2
1038389,ALUM 6061-T6,Aluminum,No,4,No,2.54,520,170.00000000000003,150.00000000000003,12.0,227.0330372434814,294998.7591374427,61189.2040974391,306000.0000000001,0.9640482324753026,2,16,0,0.10682,2,10
1037797,ALUM 6061-T6,Aluminum,No,3,No,2.54,780,235.0,140.00000000000006,19.5,274.2357562390434,561745.4084728365,79981.42167110369,641550.0000000002,0.8756065910261652,2,4,0,0.13702,2,7
686717,ALUM 5052-H32,Aluminum,No,2,No,0.25,295,288.6,281.6,0.8,403.22346161898867,49102.848,123669.43999999992,65015.80800000001,0.7552447552447551,5,0,0,0.26743,1,2
677823,ALUM 6061-T6,Aluminum,No,4,No,0.13,895,124.0000001,111.0000002,60.0000002,176.90958168849983,389464.5649462308,55477.34473902606,825840.0049068001,0.4715980851402127,1,5,0,0.12006,2,8
666334,ALUM 5052-H32,Aluminum,No,2,No,0.25,85,254.5,159.5,1.2000000000000863,300.3530256215176,39967.11944597284,68035.81678478525,48711.3000000035,0.8204896901944717,30,8,0,0.17023,1,4
666259,ALUM 6061-T6,Aluminum,No,6,No,0.13,1675,275.50000009999997,270.5,31.000000200000002,387.33899889825193,461383.9873484079,207466.08077872705,2310205.2657430996,0.19971558120399285,10,43,5,0.13422,2,14
101IMR0004598,301 SST,Stainless Steel,No,6,No,0.13,65,41.46363225184834,17.919416593529995,4.177689420634364,45.36288548432822,124.59277999058963,1024.3796643974101,3104.0403672299244,0.04013890454065758,8,3,1,0.05003,2,5
667814,ALUM 5052-H32,Aluminum,No,5,No,0.25,520,430.0,250.0,3.5065999999999997,497.40556515137627,128620.09095126313,183104.49928309125,376959.49999999994,0.34120400454495287,6,307,10,0.41545,2,10
668996,ALUM 5052-H32,Aluminum,No,2,No,0.25,185,65.0,65.0,2.3,91.95265085901548,9521.82189974047,8988.16369710028,9717.5,0.9798633290188289,6,4,0,0.04907,1,5
669925,ALUM 6061-T6,Aluminum,No,5,No,0.13,645,205.00000000000003,205.0,41.87,292.92165659097316,672962.1141796932,152544.55959829252,1759586.7500000002,0.38245463838579885,6,70,2,0.90985,2,22
669926,ALUM 6061-T6,Aluminum,No,5,No,0.13,1115,205.00000000000003,189.57054965522,110.70000000000012,300.36058878718137,383268.77920961106,161729.08019665178,4302019.26860074,0.08909043760147355,6,9,0,0.09121,2,8
672295,ALUM 6061-T6,Aluminum,No,5,No,0.13,600,310.0,279.04550783663035,10.0,417.21265014834216,410937.8050073884,116209.14301557108,865041.0742935541,0.4750500493204737,10,28,0,0.4988,2,15
666074,ALUM 5052-H32,Aluminum,No,3,No,0.25,425,469.0,275.0,3.0,543.6864905439531,367661.73856157553,250998.79025378643,386925.0,0.9502144822939214,7,12,0,0.52296,1,6
668801,ALUM 5052-H32,Aluminum,No,2,No,0.25,365,139.0,119.0,0.8,182.98262212570899,13133.678590042056,33329.33274966914,13232.800000000001,0.9925094152440946,7,8,0,0.11691,2,6
668802,ALUM 5052-H32,Aluminum,No,3,No,0.25,365,124.5,95.0,0.8,156.60743915919193,7781.94380490692,19847.73384012074,9462.0,0.822441746449685,7,5,0,0.07273,1,6
671515,NYLON 6/6,Plastic,No,4,No,0.13,375,42.0,39.0,25.0,62.52999280345393,24681.922922967675,7079.22185234579,40950.0,0.6027331605120312,7,8,0,0.05632,2,5
671516,ALUM 5052-H32,Aluminum,No,3,No,0.25,65,31.4,25.0,5.0,40.44700236111448,1394.1210407082049,2002.638550010345,3925.0,0.3551900740657847,7,4,0,0.02892,1,4
668803,CRS,Carbon Steel,No,4,No,0.25,250,125.0,76.0,15.0,147.0578117612254,12534.750353412226,18233.188096269638,142500.0,0.08796316037482264,7,15,1,0.09807,3,7
671585,ALUM 5052-H32,Aluminum,No,4,No,0.25,650,125.0,97.0,66.7000001,171.70582405189404,44176.74659371563,62650.83632944662,808737.5012124999,0.05462433302212848,7,9,4,0.06074,1,6
673282,CRS,Carbon Steel,No,3,No,0.25,350,265.0,47.0,45.0,272.87176475406903,31943.479394612892,33747.64886997256,560475.0,0.0569935847176286,7,2,1,0.0846,3,5
671732,ALUM 5052-H32,Aluminum,No,4,No,0.25,195,414.00000020000004,90.0000002,20.0000001,424.1414860699199,42215.005975483844,45647.09941441606,745200.0057420002,0.056649229267584485,4,10,0,0.0664,2,5
672760,ALUM 5052-H32,Aluminum,No,5,No,0.25,420,220.0,197.0000001,22.20000183554205,296.14496470630405,66706.77953069328,93662.64044830661,962148.0800407925,0.0693310945731608,6,176,0,0.13792,2,7
672762,ALUM 5052-H32,Aluminum,No,5,No,0.25,440,335.0,220.00000000000003,1.5,400.78329556008197,98418.48696470413,142393.72381074043,110550.00000000003,0.8902622068268123,6,490,0,0.29714,1,7
672763,ALUM 5052-H32,Aluminum,No,5,No,0.25,680,269.5,217.00000000000003,153.9,378.6878133766652,140916.52089766806,191930.35008408662,9000302.850000001,0.01565686435736638,6,24,0,0.13433,3,15
672764,ALUM 5052-H32,Aluminum,No,5,No,0.25,420,220.0,197.0000001,22.20000183554205,296.14496470630405,66706.77953453267,93662.64044841571,962148.0800407925,0.06933109457715125,6,176,0,0.13791,2,7
672765,ALUM 5052-H32,Aluminum,No,5,No,0.25,1150,370.0,228.5076001,198.50003545546,478.03555032997326,341113.34261166427,462662.36544985283,16782743.687026065,0.02032524293839765,6,53,2,0.16492,3,17
674314,CRS,Carbon Steel,No,4,No,0.25,225,102.6,37.888799999999996,17.4000001,110.74782692640068,3050.180034882183,5484.900697213446,67640.60170073908,0.045093922262504874,8,1,2,0.06861,2,4
673592,ALUM 6061-T6,Aluminum,No,5,No,0.13,985,254.0,115.70000000000002,7.500000200000001,279.21092386043927,117176.4937839421,47312.69438441719,220408.50587756003,0.5316332657734872,6,21,5,0.19121,3,15
4003-3994-01,STEEL,Carbon Steel,No,4,No,0.13,250,110.00000000000003,70.00000000000001,45.0,137.93114224133726,62674.11431613548,20354.863666219877,346500.0000000002,0.18087767479404168,8,5,0,0.06293,2,3
675018,304 SST,Stainless Steel,No,4,No,0.13,395,490.33000000000004,25.00000000000001,4.2500000000015,490.9853067047934,51379.68491622996,29087.69813495988,52097.562500018415,0.9862205149465831,10,6,0,0.80443,2,10
675052,PEEK,Plastic,No,3,No,0.25,195,139.5,126.649,1.0000000000000002,188.4176722099071,10004.341403653863,20513.405019234782,17667.535500000005,0.5662556276541151,7,4,0,0.04458,1,3
675065,PEEK,Plastic,No,3,No,0.25,330,196.5,86.0,1.200000000000079,214.49869463472265,11883.382794051084,20909.39431578695,20278.800000001334,0.5860002955821006,7,7,0,0.05429,1,3
675059,PEEK,Plastic,No,4,No,0.25,350,240.4,120.7006751809,1.000000000000071,269.0015111279584,10758.50507597689,22403.133445312378,29016.442313490425,0.37077271430257347,7,7,0,0.07695,1,6
670826,ALUM 5052-H32,Aluminum,No,6,No,0.25,410,417.7,154.70000000000002,81.77675208697568,452.87174473783926,176809.76672108364,162883.5475235681,5284265.703939091,0.03345966622936522,10,46,8,0.12497,1,15
670838,ALUM 5052-H32,Aluminum,No,5,No,0.25,500,543.1800000000001,156.4088,96.29660009999999,573.3945066952241,383705.0586639814,348950.0189877105,8181179.260906269,0.046900947458456806,10,61,4,0.18389,3,20
671733,ALUM 6061-T6,Aluminum,No,3,No,0.13,95,24.000000000002,10.00000000000407,10.0,27.856776554371425,1346.230389399535,1364.180478673587,2400.000000001177,0.5609293289161978,12,1,0,0.04528,2,5
672575,ULTEM 1000,Plastic,No,3,No,0.13,155,40.0,30.0,20.0,53.85164807134504,17725.054968498895,6077.822890494266,24000.0,0.7385439570207872,3,6,0,0.04868,1,10
677901,ALUM 6061-T6,Aluminum,No,4,No,0.13,695,111.0000002,60.00000010000001,23.0000001,128.25755362160936,46777.80055350247,14802.47376609172,153180.00119730004,0.30537798790882226,10,5,0,0.09163,2,8
677227,ALUM 6061-T6,Aluminum,No,4,No,0.13,425,93.0,76.5,43.0,127.8680960990661,79481.0111618303,18649.539895785747,305923.5,0.2598068182464907,8,9,0,0.07729,2,7
666117,CRS,Carbon Steel,No,4,No,0.25,285,355.0000002,57.0000002,45.00006722105873,362.35204734442965,39845.22849309777,81179.81560860139,910576.363926129,0.04375825034739232,10,10,0,0.11405,2,5
666347,ALUM 6061-T6,Aluminum,No,3,No,0.13,230,115.0,10.5,5.0,115.58654766018405,3706.7499460289728,3447.1565308144623,6037.5,0.6139544424064551,20,5,0,0.07217,1,7
666352,ALUM 6061-T6,Aluminum,No,3,No,0.13,235,139.0000001,12.0,3.0000001000000003,139.5492745534709,4278.753944746505,4912.804903277996,5004.000170400001,0.8550667064434728,40,4,0,0.07486,1,7
668956,CRS,Carbon Steel,No,4,No,0.25,840,1330.0,97.60000000000002,47.0,1334.404271575897,197782.4502141434,496963.4824995609,6100976.000000001,0.03241816558762784,3,4,0,0.2164,3,3
667811,ALUM 5052-H32,Aluminum,No,5,No,0.25,980,472.0,262.68600502139043,198.50000511295548,575.4912590682341,688105.6271203589,611328.3979583655,24611577.816408183,0.027958614935350012,6,53,11,0.16659,3,12
667813,ALUM 5052-H32,Aluminum,No,4,No,0.25,240,247.7,198.5000001,22.200002254964524,318.1986488654853,72083.27237258147,98269.45183315428,1091539.7014230045,0.06603815901392214,6,8,0,0.0952,2,6
668995,ALUM 5052-H32,Aluminum,No,3,No,0.25,185,84.5,32.0,12.0,91.14960230302708,4394.729512239762,6284.106156809751,32448.0,0.1354391491691248,6,2,0,0.04304,2,3
669923,ALUM 6061-T6,Aluminum,No,4,No,0.13,645,140.0,140.0,74.00000000000217,211.3669794457032,418526.94132116745,77884.07445293425,1450400.0000000426,0.2885596672098422,6,13,2,0.28066,1,14
673468,CRS,Carbon Steel,No,4,No,0.25,1050,437.5,379.0,30.70000510658432,579.6462199596788,284995.45747898926,288823.8002391804,5090444.596735513,0.05598635876751434,2,7,5,0.19598,2,5
673476,316 SST,Stainless Steel,No,6,No,0.13,850,234.47743235061,103.29375010000004,78.84875009999999,268.0790750576934,39004.056367737314,40471.499675002226,1909720.930163954,0.020423956061678985,2,11,0,0.59042,3,13
669242,ALUM 6061-T6,Aluminum,No,4,No,0.13,485,152.0,25.3,16.0,154.91962432177533,14743.494300034821,10222.02247134959,61529.6,0.23961628712091126,40,8,1,0.07811,3,5
365384,CRS,Carbon Steel,No,3,No,0.25,185,44.000000000000014,38.0,31.700000000000014,66.21850194620838,6914.603026255158,5646.054790812687,53002.40000000004,0.13045830049686719,13,1,2,0.04575,2,2
665898,CRS,Carbon Steel,No,4,No,0.25,245,262.0,80.0,13.487399999999997,274.2734218963989,29830.132949268664,39921.596987967314,282695.9039999999,0.10552021634267708,3,15,1,0.14485,2,10
630773,CRS,Carbon Steel,No,4,No,0.25,385,570.0,546.5,44.064,790.8880363844177,1291614.866425421,632620.9488970884,13726156.32,0.09409880204725958,3,27,3,0.26883,3,12
675012,ALUM 6061-T6,Aluminum,No,4,No,0.13,390,65.6,46.0,19.0,82.34294140969219,42021.07018229111,12141.3313479717,57334.4,0.7329120071421539,12,5,1,0.05992,2,5
663049,ALUM 6061-T6,Aluminum,No,4,No,0.13,395,485.0,444.0,6.35,657.5722945045662,1301298.2375432528,429337.6912927196,1367409.0,0.9516525323025172,16,38,0,0.88247,1,8
664365,ALUM 6061-T6,Aluminum,No,5,No,0.13,2100,301.09500000000025,180.0,120.00000010000001,370.75355567951084,1527669.0863368765,248179.05132854488,6503652.005419716,0.2348940387744943,5,21,2,0.37578,2,13
672309,ALUM 6061-T6,Aluminum,No,3,No,0.13,100,100.00000019999999,21.000000200000002,9.0192379864685,102.5784904463726,13215.960753984768,6278.269573754189,18940.39998984941,0.6977656628723522,48,6,0,0.05211,1,6
675033,PEEK,Plastic,No,3,No,0.13,380,139.0000001,12.0,3.0000001000000003,139.5492745534709,4278.753944746511,4912.804903277997,5004.000170400001,0.8550667064434739,14,4,0,0.06085,1,7
673963,ALUM 5052-H32,Aluminum,No,5,No,0.25,1750,328.0,160.6,118.5,383.95131201755254,198628.8694925721,270298.99949489447,6242200.8,0.031820326813673167,5,16,8,0.09486,2,5
674695,ALUM 5052-H32,Aluminum,No,5,No,0.25,1750,303.0,200.6,58.0,367.9855431942945,114530.88698045384,157491.6542928216,3525344.4,0.03248785763469063,5,16,7,0.09638,2,5
676846,ALUM 6061-T6,Aluminum,No,4,No,0.13,1050,145.0,115.00000000000003,85.0,203.65411854416303,234161.88991943543,69559.92018153309,1417375.0000000002,0.1652081417546065,2,1,4,0.03742,1,4
676847,ALUM 6061-T6,Aluminum,No,4,No,0.13,950,200.0,90.0,50.0,224.94443758403986,304974.38015605643,83090.89203584642,900000.0,0.33886042239561825,2,8,5,0.08973,3,8
672307,ALUM 6061-T6,Aluminum,No,4,No,0.13,230,95.0,82.0,40.0,131.71560272040668,86297.46112337729,19201.563195586426,311600.0,0.27694949012637127,30,7,0,0.0779,2,5
672238,DELRIN,Plastic,No,4,No,0.13,75,223.0,76.5,13.5,236.14296517152485,80933.20180426765,33189.346051304514,230303.25,0.3514201462822068,24,4,0,0.08525,2,7
670948,DELRIN,Plastic,No,5,No,0.13,595,330.0,115.0,28.0,350.5837988270422,172069.8202308951,63272.75180362138,1062600.0,0.1619328253631612,3,6,0,0.06064,2,7
667812,ALUM 5052-H32,Aluminum,No,5,No,0.25,380,247.7,198.5000001,32.6888,319.1020176763851,67398.70057740995,94113.02497786433,1607257.6291697016,0.041933974587650684,2,41,0,0.13256,2,16
679110,ALUM 6061-T6,Aluminum,No,4,No,0.13,1450,408.0,310.0,10.0,512.5075609198366,223407.0617364161,188054.24317288306,1264800.0,0.1766342992855915,6,5,3,0.08088,1,6
671823,304 SST,Stainless Steel,No,4,No,0.13,785,610.0000000000001,75.0,10.0,614.6747107210448,133460.6978101112,108994.48784679879,457500.00000000006,0.2917173722625381,1,6,0,0.12194,2,4
671511,ALUM 5052-H32,Aluminum,No,5,No,0.25,345,108.00000020000002,99.3,57.4800001,157.5704301406073,38262.437381074735,48579.973923069236,616438.5142139929,0.06207016028169869,3,2,0,0.04958,2,4
673408,CRS,Carbon Steel,No,2,No,0.25,175,320.0,7.5,7.5,320.1757329967404,13500.409388814825,7460.394427340782,18000.0,0.7500227438230459,12,0,0,0.12403,1,1
678115,ALUM 6061-T6,Aluminum,No,5,No,0.13,1675,285.00000009999997,265.0,23.20000010000655,389.8566916979113,1041763.8771242846,147406.8160181621,1752180.0081677947,0.5945529981326678,2,21,3,0.21948,3,24
672731,DELRIN,Plastic,No,4,No,0.13,375,164.0,84.0,6.35,184.37006942559847,51105.4221215985,24360.14845452353,87477.59999999999,0.5842115252544481,6,6,0,0.06751,2,6
659417,ALUM 6061-T6,Aluminum,No,6,No,0.13,1750,334.5000000000001,296.1432,19.500000000008612,447.1815010778514,574344.577617575,256872.92229685374,1931668.0578008536,0.2973308873116891,3,38,0,0.14899,3,9
659418,ALUM 6061-T6,Aluminum,No,6,No,0.13,1750,334.5000001000113,296.1432,19.500000000008612,447.18150115266155,709736.6697212827,270855.9570711112,1931668.0583783975,0.3674216523086759,3,44,0,0.8607,2,13
371488,ALUM 6061-T6,Aluminum,No,4,No,0.13,350,178.0,70.0,8.0,191.43667360252581,47990.566243336936,19892.851019277456,99680.0,0.4814462905631715,15,8,0,0.15703,2,10
1000006685,DELRIN,Plastic,No,2,No,0.13,750,38.00000000000001,38.00000000000001,23.0,58.45511098270194,19606.71902096207,4324.273175061585,33212.00000000001,0.5903504462532237,1,0,0,0.02428,1,2
677428,ALUM 6061-T6,Aluminum,No,4,No,0.13,1250,363.5,250.0,10.0,441.28477200102884,156469.79391961318,110002.71715386437,908750.0,0.17218134131456747,2,5,2,0.20823,1,9
638228,ALUM 6061-T6,Aluminum,No,4,No,0.13,925,186.5,88.55000000000001,16.0,207.07330223860342,116488.23815208192,36141.118765805964,264233.2,0.44085390538388786,5,9,1,0.1053,2,12
672308,ALUM 6061-T6,Aluminum,No,4,No,0.13,220,63.0,43.0,25.0,80.26830009412184,19297.891590300853,10010.141453876733,67725.0,0.28494487398007906,21,12,0,0.13021,1,6
675857,304 SST,Stainless Steel,No,7,No,0.13,675,125.5,84.97436308689,20.000000200000002,152.8754146029459,118504.5806525143,25073.55779167755,213285.65348095042,0.5556144012428783,5,10,0,0.41162,2,16
596795,420 PH,Stainless Steel,No,5,No,0.02,880,64.00000000000003,43.000000099999994,12.0000002,78.0320447854598,8867.394216560111,4827.366338633655,33024.00062720002,0.2685136279114692,6,5,1,0.17934,2,14
596796,420 PH,Stainless Steel,No,5,No,0.02,880,64.00000000000003,43.0000001,12.0000002,78.0320447854598,8916.913570762326,4826.753728066203,33024.00062720002,0.27001312383145865,6,5,1,0.17909,2,14
599152,420 PH,Stainless Steel,No,4,No,0.02,320,60.0,8.0000002,5.000000200000011,60.73713859904828,1108.1846135089702,1166.1651262207167,2400.000156000008,0.4617435589487381,6,2,0,0.07465,1,6
599159,420 PH,Stainless Steel,No,4,No,0.02,320,60.0,8.0000002,5.000000200000006,60.73713859904828,1108.1846135089693,1166.1651262207165,2400.0001560000055,0.46174355894873814,6,2,0,0.07465,1,6
682838,ALUM 6061-T6,Aluminum,No,6,No,0.13,1625,366.24260000000004,326.6440001000001,15.400000100000128,490.98584995819266,1094449.5438701487,291259.82019159925,1842316.6091768842,0.5940615952863445,6,82,0,0.66706,3,29
015-00042,304 SST,Stainless Steel,No,5,No,0.25,1460,548.9956002006837,177.80000019999997,110.00000020000009,587.4597936495986,3791572.1238027653,318070.8591801978,10737255.980325166,0.3531230074751316,8,21,0,7.55505,2,10
680214,CRS,Carbon Steel,No,5,No,0.25,685,861.0001959790307,290.76000020001504,169.5000001,924.4419750455634,1273876.3451428227,865084.8229731207,42433378.73281981,0.030020620162342897,2,32,12,0.28255,2,12
680215,CRS,Carbon Steel,No,5,No,0.25,685,562.6000002000001,366.0000002,85.4610000000115,676.5931886240372,870431.3463818488,590860.0733659527,17597411.263474185,0.04946360196675901,2,24,6,0.17253,2,7
595428,416 PH,Stainless Steel,No,4,No,0.02,148,40.5,9.52500000000001,9.52500000000001,42.68139231562158,2520.96729290203,1356.0550697195931,3674.3878125000074,0.6860917849569056,20,0,0,0.0805,2,6
595429,416 PH,Stainless Steel,No,4,No,0.02,148,67.0,12.700000000000008,12.700000000000008,69.36555341089696,5962.423219163538,2403.6960941593275,10806.430000000013,0.5517477297464132,20,0,0,0.10823,2,6
595430,304 SST,Stainless Steel,No,4,No,0.02,368,37.755963102855766,31.750000000000007,12.700000000000006,50.93981988409663,11344.828023757682,3738.796398538446,15224.148222149028,0.7451863879814654,10,3,1,0.13009,2,9
596568,O1,Carbon Steel,No,3,No,0.02,338,70.0,31.75,6.350000000000003,77.12577390211395,13119.209664021799,6050.661699048652,14112.875000000007,0.9295915725195463,10,5,0,0.11025,1,8
596607,416 PH,Stainless Steel,No,3,No,0.02,310,25.76581791600077,10.000000200000086,9.897956406419244,29.35722939760978,786.1212621809002,787.1540914089767,2550.2894760889258,0.30824785560676055,10,0,0,0.05876,2,6
596609,420 PH,Stainless Steel,No,5,No,0.02,630,38.000000000000014,34.0000001,30.000000200000002,59.16079798988517,18771.701043824552,8546.154186115255,38760.00037240002,0.48430600782943717,10,14,1,0.19224,3,23
596610,420 PH,Stainless Steel,No,5,No,0.02,630,38.00000000000001,35.0000001,30.000000200000002,59.741108283994876,19802.937849398502,8734.698971137574,39900.00038000001,0.4963142270876965,10,14,1,0.19375,3,23
596620,420 PH,Stainless Steel,No,4,No,0.02,760,44.00000010000001,42.00000020000001,22.00000000000002,64.68384671307051,9248.469990735968,5317.445245278241,40656.00028600005,0.22748105877795094,10,4,0,0.12,3,13
596621,420 PH,Stainless Steel,No,4,No,0.02,760,44.00000010000001,42.00000020000001,22.000000000000018,64.68384671307051,9091.847609496652,5297.223700459629,40656.00028600005,0.2236286783141194,10,4,0,0.11987,3,13
596666,ALUMINUM,Aluminum,No,4,No,0.02,210,95.0,35.00000000000001,15.875000000000039,102.47934243056012,26334.164887755793,8857.400046578161,52784.37500000014,0.4989007615938566,10,4,0,0.0694,1,5
597596,4140,Carbon Steel,No,3,No,0.02,570,90.0,88.00000000000003,12.0,126.44366334458996,32028.99152918296,12942.04690671299,95040.00000000003,0.3370053822515041,10,2,3,0.1045,2,6
597776,416 PH,Stainless Steel,No,4,No,0.02,450,129.5000001,15.99000020000003,15.990000000000029,131.45953838461475,16336.062888255912,5797.795176620736,33110.57338970913,0.49337903925678356,10,0,0,0.17229,2,6
597779,420 PH,Stainless Steel,No,4,No,0.02,730,90.0,37.000000000000014,35.000000000000014,103.41179816636013,42192.57114646025,14640.158417779356,116550.0000000001,0.3620126224492511,10,10,1,0.17807,2,18
597783,ALUMINUM,Aluminum,No,4,No,0.02,510,125.0,115.0,32.000000100000015,172.84096738447167,120366.90350209721,34910.486596802846,460000.00143750024,0.2616671807085882,10,14,0,0.11832,3,16
598332,420 PH,Stainless Steel,No,3,No,0.02,110,35.0,35.0,3.175000000000002,49.59919984233617,2188.396986925899,1980.3868476508114,3889.3750000000027,0.56266032124079,10,4,0,0.12273,2,11
598347,420 PH,Stainless Steel,No,3,No,0.02,110,35.0,35.0,3.175000000000002,49.59919984233617,1705.3268509540103,1726.1361947158857,3889.3750000000027,0.4384578115902964,10,4,0,0.12267,2,11
679583,ALUM 6061-T6,Aluminum,No,4,No,0.13,925,397.0,40.00000020000013,23.594616905551685,399.7070251608292,78299.97579089609,39367.732513421266,374682.5183335746,0.20897685896620008,15,12,0,0.06547,2,4
678287,ALUM 6061-T6,Aluminum,No,5,No,0.13,1150,404.0,67.0,12.00000003517,409.69378809159906,84261.65513650911,61266.836667061936,324816.0009519816,0.25941349837924316,15,32,0,0.12162,3,6
683029,ALUM 6061-T6,Aluminum,No,4,No,0.13,975,419.3288141248,181.50801340546,6.800000000001984,456.9770817948179,185392.90162338907,83724.07499712397,517558.4721052779,0.3582066792748353,12,11,0,0.16197,2,11
683934,ALUM 6061-T6,Aluminum,No,4,No,0.13,195,63.0,43.0,25.0,80.26830009412184,20083.656640212335,10429.057365340457,67725.0,0.2965471633844568,21,12,0,0.12929,1,6
683305,ALUM 5052-H32,Aluminum,No,4,No,0.25,585,448.0000002,402.5000002,46.0000001,604.0084853289728,449963.0229160338,456582.34438741807,8294720.025856599,0.05424692111528694,6,9,2,0.08719,2,7
683103,ALUM 5052-H32,Aluminum,No,4,No,0.25,485,125.0,97.0,66.70001846093743,171.70583118429437,39795.30289804685,56695.84066181935,808737.7238388663,0.049206685585468875,20,5,4,0.05714,1,4
683933,ALUM 6061-T6,Aluminum,No,4,No,0.13,295,89.0,76.5,46.0,126.05256839906119,75142.21804392677,20049.2350385714,313191.0,0.23992457651697133,11,15,0,0.22533,2,10
678554,ALUM 6061-T6,Aluminum,No,7,No,0.13,1880,269.5,264.5,31.0,378.8819077232377,358339.7814686957,142700.80401375765,2209765.25,0.16216192261539805,13,43,3,0.61789,2,19
677960,ALUM 6061-T6,Aluminum,No,4,No,0.13,1450,463.0,310.0,10.0,557.2871791096579,239363.0617364178,202875.80676279883,1435300.0,0.1667686628136402,5,5,3,0.08332,1,6
683030,ALUM 6061-T6,Aluminum,No,4,No,0.13,195,28.66000010000357,26.0,26.0,46.61969118014623,4205.620639448316,2231.606801434166,19374.16006760241,0.21707370150621294,25,1,0,0.04445,2,5
660324,304 SST,Stainless Steel,No,6,No,0.13,975,68.7,67.05095423221,15.0000002,97.1623407985312,29920.097856302218,12851.60231583379,69096.00925757251,0.4330220830086964,10,11,2,0.32471,3,15
671351,ALUM 6061-T6,Aluminum,No,5,No,0.13,225,42.7,20.0,8.0,47.82562074871585,3624.6294147501394,2698.103793935289,6832.0,0.5305370923229127,6,10,0,0.05875,1,9
688373,PEEK,Plastic,No,3,No,0.13,275,14.6,10.00000000000001,10.0,20.326337594362645,840.0029707076561,786.39954605578,1460.0000000000014,0.5753445004846954,10,1,0,0.04083,2,4
688925,ALUM 6061-T6,Aluminum,No,4,No,0.13,385,92.0,68.0,49.5000000000001,124.65251702232094,77098.88887469585,22093.385664613197,309672.00000000064,0.2489695189577866,30,14,0,0.08562,2,9
688926,ALUM 5052-H32,Aluminum,No,4,No,0.13,1420,485.5000002,398.0000002,30.5000001,628.5256560869254,479758.6924786224,485361.4057323702,5893484.52471225,0.08140492953988825,10,18,0,0.1425,2,8
030-00396,304 SST,Stainless Steel,No,4,No,0.25,235,195.58,68.58000000000001,63.5,216.76485600761026,104272.86246422846,37472.57565539993,851717.6514000002,0.12242656036637405,8,4,0,0.09576,2,4
1037301,ALUM MIC-6,Aluminum,No,4,No,0.05,1014,270.0000002,199.00000020000002,12.700000100000004,335.6520373692673,459768.84688138653,92817.54276080083,682371.0065642602,0.6737813337004511,4,13,0,0.21744,3,21
1037789,ALUM 7075-T6,Aluminum,No,5,No,0.05,624,231.0,120.00000000000003,14.25000010000003,260.6991800962366,88294.52586128304,40933.50683087215,395010.0027720009,0.22352478479449162,10,6,0,0.16696,2,8
1038359,ALUM MIC-6,Aluminum,No,5,No,0.13,689,217.0,98.0000001000071,8.3700001,238.24998829228804,80298.85462582372,40866.432582432615,177996.4223082419,0.45112622818209075,6,14,0,0.25749,3,8
1038951,ALUM MIC-6,Aluminum,No,6,No,0.13,1730,182.00000000000003,156.0000001000162,12.800000000000004,240.04966159360663,240826.4067937745,78458.48663777777,363417.6002329979,0.6626712813011079,2,51,3,0.25865,3,10
355897,PVC,Plastic,No,4,No,0.13,550,177.80000019999997,177.80000019999997,17.525999999999996,252.05721735002945,172613.72159006828,60698.375820419635,554046.6350864489,0.3115508887859865,5,0,6,0.09892,2,8
621224,CRS,Carbon Steel,No,4,No,0.25,425,155.0,47.0,45.0,168.1041343929411,25542.213942299666,26933.852452744435,327825.0,0.07791417354472559,3,2,1,0.07787,3,5
